Metabolite,Model_Metabolite_ID,Conversion_to_Absolute,P0_05,P0_11,P0_16,P0_22,P0_30,C0_05,C0_11,C0_16,C0_22,C0_30,N0_05,N0_11,N0_16,N0_22,N0_30,L0_05,L0_11,L0_16,L0_22,L0_30,U0_05,U0_11,U0_16,U0_22,U0_30
"L-methionine","L-methionine [cytoplasm]",0.000287630200706247,0.0712517350785893,0.173220658636271,0.0874753107979843,0.206796190994537,0.0262742348928282,-2.84920724986537,-3.15306212940596,-3.1291559266044,-2.23040350677346,-2.0722088072854,-2.7802029742725,-3.54350699750933,-2.5309539802547,-0.882397109020955,-0.480666408362268,-1.029445053358,-0.625393854417506,-0.197878511219682,-0.0854496410666627,-0.281533445414193,-1.67108414287801,-1.49318098513224,-1.70351833624477,-1.32216933120348,-0.97298465917963
"L-phenylalanine","L-phenylalanine [cytoplasm]",0.00151502433224701,0.123292970409596,-0.309012504231957,-0.567095587024841,-0.670019931565963,-1.14672345725351,-2.10820294830441,-2.71614636190974,-2.83373294392109,-2.10793454759465,-2.48773869603957,-2.06974377451144,-2.73596550266256,-1.96791068856631,-0.61138010293371,-0.414600910561845,1.41781241720184,1.56907162441314,1.49809329548907,1.0729607568195,0.402615227115385,-1.20495832181547,-1.64925275825259,-1.75623547118535,-1.68331689808249,-1.5795031921309
"L-proline","L-proline [cytoplasm]",0.00118137558045553,0.0472627877560728,0.126579105795525,0.0437726311021657,-0.204213086869461,-0.592413141908429,1.65735205039362,1.12354091868168,0.938277241768109,1.1848889978593,-0.161097061501075,-0.355729727065047,-1.23191488559765,-0.522162933700745,0.0360989212811702,0.0816545402288804,1.1776413831531,1.08016079270452,1.09818524843021,0.900691548940049,0.494720801613598,-0.361207420159878,-0.695749807161139,-0.692857229649025,-0.738267716611059,-0.673488131401603
"L-serine","L-serine [cytoplasm]",0.00588880254794825,0.0169816293991744,0.129300223504577,-0.0801313431970874,-0.293455931318764,-0.637116395874194,-1.37088939207319,-1.55258820066425,-1.39405944487439,-1.07083779515055,-0.541127371787692,-3.08788719415301,-2.91052458637097,-2.17112616221778,-0.639127820199785,-0.210313090503899,-0.47471943565082,-0.352538552764729,0.0628228221440846,0.0835162008897535,-0.404964814764585,-2.05856676781813,-1.88161297233255,-1.81479410654853,-1.31330330354722,-0.869876498024208
"L-threonine","L-threonine [cytoplasm]",0.00150330675266295,0.0117668138709359,0.276834572513286,0.246053034073504,0.384568865288804,0.0958439123065136,-1.31862908875191,-1.35301981722773,-1.15525834356971,-0.818413799357321,-0.221267464022693,-1.31829918330629,-1.08651354151767,-0.459678570894699,0.659973685486744,0.840115445968686,1.44509050940037,1.52169599461199,1.39207825762703,1.16895017685939,0.68563956046525,0.274000042173565,0.19514607694007,0.372282046384531,0.584410013133549,0.638609684651478
"L-tryptophan","L-tryptophan [cytoplasm]",0.000139170669367739,0.084144515959319,-0.312801361761414,-0.533771296990046,-0.621369014096834,-1.13160219069159,-1.01920602093427,-1.74509472122193,-1.90464442039594,-1.22795040822054,-1.85884605343143,-1.93617696304485,-2.54824667124576,-1.79266329106394,-0.44066773282387,-0.209892432189727,2.10832446376633,2.30316279509205,2.31217623210506,1.89943840792814,1.15287519318454,-0.426674955308283,-0.965533158730428,-1.01152816725464,-1.03779781001657,-1.01834607332026
"L-tyrosine","L-tyrosine [cytoplasm]",0.00135402773695346,0.119933431867682,-0.510776319897648,-0.779589854456124,-0.891789432635993,-1.65622999576216,-1.33782525449004,-2.34960791154646,-2.6502108792593,-1.79118573414326,-3.00275498580733,-2.30414224117653,-3.01004931426274,-2.37697522603541,-0.984443985901567,-0.928642839176949,3.55036070790793,3.71878317250403,3.55631132500397,2.83824836726996,1.77607070740255,-0.586734355242345,-1.60651624207503,-1.65514067118469,-1.93526770306937,-2.09701629732737
"L-valine","L-valine [cytoplasm]",0.00652325405360397,0.0571151756774233,0.499409591596259,0.530647154158759,0.739294222387179,0.403293869940086,-1.48177911768361,-1.71551343401442,-1.63982209756282,-0.912230162377859,-1.04688641976745,-1.49621426723259,-2.09849482224461,-1.05629827579813,0.355805416001625,0.515315722376814,1.0461102889079,1.2167782985503,1.21693993127204,1.05418555585039,0.641671994755695,-0.483749038295605,-0.589818633976858,-0.549065582776263,-0.311107957187025,-0.157834262858992
"N-acetyl-alpha-D-glucosamine 1-phosphate","N-acetyl-alpha-D-glucosamine 1-phosphate [cytoplasm]",1.21065012197124e-05,-0.0786511375736438,1.45385314765575,2.19735053304933,3.45493459676088,3.63760186861754,1.3413349871031,1.70704079420348,1.93624098009788,2.4150758929358,2.45458249352665,3.07862121891767,2.86454014423873,3.44438046517459,3.85512690961971,3.5611851052005,3.95150546795556,4.23531461244672,3.92156768908052,3.87898099706496,3.98683670148541,2.78639883221529,2.69397766464075,3.2242430362989,3.33729636326499,3.21080335173811
"N-acetyl-L-glutamate","N-acetyl-L-glutamate [cytoplasm]",NaN,-0.141348468422187,0.479105282035253,0.533575377853965,0.314384022612305,0.115159857251544,0.718912467177285,0.903773559670896,1.05791942808477,0.753341816127953,1.0252863427792,-3.28669293751198,-1.93034945008159,-2.4561788801636,-2.05367304153072,-2.00654067700018,-1.57016693430957,-1.55086294467619,-0.570209133643771,-0.141057842886225,-0.280831427924799,-3.61020990443817,-3.34097880292617,-3.06484060716739,-2.67840071641882,-2.20916156680962
"N-carbamoyl-L-aspartate","N-carbamoyl-L-aspartate [cytoplasm]",NaN,-0.128258684203036,1.65327517188631,2.17147410177075,2.8135534527129,2.61430916488587,-1.11467424171146,-0.276802790419491,0.330233761575124,0.559797276852121,1.55189727850187,1.04634534465902,1.39075939741286,2.52733819211763,2.61335774760553,2.40682876653442,2.08074805041793,1.81423887374639,0.447205140796751,0.249530437799399,0.175683001814671,9.05338855196584,9.14459991128697,9.3231976050917,8.64710312208231,7.36638664687429
"NAD","NAD [cytoplasm]",0.000306328471031703,-0.0416129657307819,0.244031720546292,0.357947266902837,0.466637477509709,0.425725898651902,1.93523982859464,1.84012544955051,1.83187446281823,1.76868232244376,1.39834508126017,0.824336279760805,0.761984874715306,0.956262560817991,1.05429473767361,1.06945790951658,1.38152303550886,1.38823514853543,1.41526734042138,1.39765156196424,1.28753860854132,0.876920073352523,0.7861646151699,0.973687847905185,0.979111059463026,0.976612411905505
"NADH","NADH [cytoplasm]",1.11472114325731e-05,-0.0675114182613459,0.471531101170822,0.949427732020004,2.20459866254725,2.64323867543508,-1.50281423754877,-1.29015701131011,-1.10366832166603,-0.422563260033457,0.826673685511194,0.886660523149834,1.16574705162168,1.26730158828169,2.23112883333069,2.38826378872334,2.21652420871024,3.01727238347647,3.36766439845163,3.56332500125512,3.7577139942676,0.801944551324511,0.961795474234162,1.26180588638169,1.65707607223469,1.85989211802053
"NADP(+)","NADP(+) [cytoplasm]",2.42648001812638e-07,-0.0863704945602956,0.9217429073722,1.24531776748441,1.56232162970502,1.44782002430167,2.15287156417827,2.40266268167137,2.59034754517556,2.43854400932868,2.31576912097669,1.01759303835856,1.43416949119185,1.62453927406418,1.7223631150542,1.5272448296036,2.04285431621181,1.91222572025927,1.80544871357976,1.76918679596379,1.61838583974987,0.868107003123792,0.812439277403257,1.25962910920431,1.35781725887096,1.35103015919875
"nicotinate","nicotinate [cytoplasm]",NaN,-0.0141459653179913,0.103270847107129,0.260297143843748,0.679478831182397,1.19062403200053,-0.87500800241389,-0.705673028226954,-0.667918758849059,-0.38476185496452,0.256352299870007,0.272465588664754,-0.0870365273325375,0.038905244466818,0.349833859837634,0.63018554882084,-1.94461557531019,-1.4798785761448,-0.901954715331914,-0.385054735716705,0.197088023101647,-0.9275639942982,-0.334942626092243,-0.462261590323191,-0.0375645852858699,0.369048877881703
"ornithine","ornithine [cytoplasm]",0.000596161365002098,-0.136784335598372,0.524368842738032,0.468069323928359,0.419216548180679,-0.28428315603357,-1.373438212365,-1.08784417399028,-0.562856980451053,-0.728791763264616,0.89994303117791,-3.93584664317566,-1.58267188094478,-1.590072253273,-0.263180470648263,-0.148769302007204,2.58985481374822,2.45642229606712,2.40357017495761,2.06018941608143,0.982434447264255,0.286190773374491,0.0621060569581724,0.679199277990535,0.856983935826966,0.745100576741311
"orotate","orotate [cytoplasm]",NaN,-0.202217975060616,0.544450459079753,0.980435387868418,1.83377606969676,2.21473915301911,-0.281976891290047,-0.127911037178975,0.107437827982401,0.689038967161559,1.66156021997081,0.128471940643732,-0.00818513680232946,0.867168798820476,1.50951408058327,2.07236413602156,0.479514696927016,1.21460193611868,1.27440328673782,1.79089228461096,2.15182846288642,8.48531217701919,8.92340024128443,8.76764155417407,8.28689927582343,7.41840176411316
"orotidine 5'-(dihydrogen phosphate)","orotidine 5'-(dihydrogen phosphate) [cytoplasm]",NaN,-0.173343709087061,-0.20560700998294,-0.13276261211394,0.0522536094507355,0.295407435623887,-0.191136155348283,-0.191633625243903,-0.0621187368510677,0.10358474578182,0.936088813988731,-0.427064609630438,-0.413355814903279,0.159538708789771,0.218711163733453,0.831460390253729,-0.526728644587794,-0.0984459081347328,-0.275585423199232,0.091147472091109,0.327252574033629,9.04784829258592,9.37130506204081,8.9877755106799,8.1862913231639,7.06574822401775
"phosphate","phosphate [cytoplasm]",0.00193067239338741,0,0.269482283425493,0.408887590280594,0.582884645637092,0.68912327834458,1.67057942681824,1.67419329586172,1.69808129260709,1.6150544732204,1.58136403249827,0.69645149959249,0.79082630828807,0.853259818333795,0.909479989789974,1.00587099077991,0.687880146002446,0.80912661203322,1.01029283909255,1.16498482137936,1.22469485755631,0.978251723683371,1.0692367170378,1.21242850845621,1.26769705161123,1.29976126657732
"phosphoenolpyruvate","phosphoenolpyruvate [cytoplasm]",NaN,-0.0777380578232428,0.514019703336302,0.869892150420317,1.25436047064879,1.68024062463692,5.52230005916128,5.88354903702048,5.97013661158631,5.13771114503159,5.00274975354719,5.28218612286358,5.52265190934026,5.26234543879547,4.29672793163367,4.0764744672388,2.7567001856626,2.52111087436707,2.30735771518266,2.32164729977914,2.6078975289648,1.00223745440649,1.11948551381288,1.74479270600349,2.05985679892941,2.34220981114179
"prephenate","prephenate [cytoplasm]",NaN,0.0241498794339892,0.0660156795829055,0.0687443035576881,0.178902126638261,-0.150167401437778,-0.299521802017964,-0.514964379353958,-0.525426930695295,-0.282246907011922,-0.536888614184332,-0.343737096985767,-0.283754903704238,-0.0988656474338383,0.36050486185601,0.250444740121239,2.3878224632156,2.36865149046978,2.0937837365663,1.70797117973999,1.22104401598141,0.361027523021345,-0.104955790635356,0.0537093952990974,-0.0671135038971098,-0.215540923174311
"PRPP","PRPP [cytoplasm]",6.11881146299409e-07,-0.13641340251433,-1.57598374257277,-1.81261710682069,-1.95733799325321,-1.56362914303154,3.72857845434784,3.54748976795584,3.43252868633431,2.29244960828578,3.23365343919708,2.38561153477435,4.04615666053732,2.54740298721381,1.44943360298434,1.72581113506012,2.75534585249811,2.87761313931091,2.99430902170816,2.87799139532544,2.73978542591872,2.4854636667827,2.240889522658,2.57209865101008,2.35973123391918,2.19478723604047
"pyridoxine","pyridoxine [cytoplasm]",NaN,0.0084561791440714,0.129136760648001,0.325672564505337,0.944594285624879,1.39814243206722,-1.48536246655087,-1.2130459799064,-1.09434878401039,-0.793383731394757,0.196378840754213,1.02456712319383,0.929516838966986,0.986065731953456,1.29248245764763,1.42392221482544,-0.259959430571606,0.140539887094046,0.306794723981232,0.526658197464535,0.925219712196427,-0.285579875098481,0.0826146723297962,0.110832613258251,0.49120384997079,0.768263843132579
"pyruvate","pyruvate [cytoplasm]",0.00406050918327183,0.00587399346512964,0.177271254030458,0.315752655259039,0.718787424097307,0.680401717961868,-1.1612607998397,-1.01264116184046,-0.898605400276197,-0.709084026084603,-0.239518577281003,0.604896193968725,0.899026670696632,0.866698213427729,0.989146575909948,0.82111300947719,1.9463824775114,1.99706712725007,1.58496921167356,1.31257160276534,1.1529457252514,1.20853934819525,0.970394379261544,1.13036236627507,1.03431921727275,0.809740105113002
"quinolinate","quinolinate [cytoplasm]",NaN,0.225194660146353,-1.41726072158848,-2.2948106889136,-3.60217803079995,-4.02572690252461,-2.50032951858439,-2.78117026054276,-2.89106249817726,-3.29691130386218,-3.18223217984906,-1.14842188707068,-1.48310871102212,-1.37139083306235,-1.77606613009555,-1.67565538423875,-1.79238352023402,-2.52082305357739,-3.45967417932736,-4.12167987925331,-4.58425448672302,-0.694644136884851,-0.933423625612835,-1.42753659679581,-1.68491201747821,-1.88572685582187
"riboflavin","riboflavin [cytoplasm]",NaN,0.0505743789279628,-0.175834918829795,-0.361349616960045,-0.738261202049552,-0.818868640644259,-1.99117480189489,-1.9211270390476,-1.94859632613507,-1.93611157843343,-1.89430468221983,-1.90756006611429,-1.86387959736628,-2.10953386306861,-2.22265215211304,-2.2822249442876,-2.61979169503608,-2.74452905571668,-2.56746744749885,-2.46058623931723,-2.3535707256933,-2.53685892336177,-2.39126630406898,-2.64769134917746,-2.59606433671239,-2.45139408321847
"ribose-5-phosphate","ribose-5-phosphate [cytoplasm]",7.88295971420859e-06,-0.176735026490387,1.63070397140853,2.50430805780039,3.90334069392692,4.3911017825548,3.05504746720293,3.55333154272797,3.85420089504245,4.11376004508922,4.52740946044975,3.3339025736864,3.42532901592575,3.92878064477192,4.42937630767089,4.39368927316775,3.10276407504257,3.61263479582818,3.90883798786703,4.32186804004342,4.72110757164176,2.4830583120344,2.8397803236944,3.50403727660574,3.94932213330411,4.1521108399717
"S-adenosyl-L-methionine","S-adenosyl-L-methionine [cytoplasm]",NaN,-0.0196136408770244,0.027784177946141,0.00496316710070591,-0.0541149833240079,-0.343309056783354,-1.34072908401462,-1.27904893219886,-1.22336743595602,-1.22168794253837,-1.05204519542082,-1.70864511361595,-0.907710359193744,-1.36784363684812,-1.33490846194917,-1.5561746309552,0.51184963982928,0.420088993913902,0.373055646096923,0.187840174385114,-0.124985719922115,-0.918241631895184,-1.21203953114839,-1.1192500995118,-1.27278352562288,-1.42257761308654
"sedoheptulose 7-phosphate","sedoheptulose 7-phosphate [cytoplasm]",1.35249675660251e-05,-0.174477001397741,1.41172031238376,2.12848569165538,2.98052642082845,3.24601682884609,5.53225720344405,5.70466256271459,5.78880622690994,5.69901779478377,4.89524620636764,3.35245450680145,3.18109708889283,3.5663978939348,3.59491978026951,3.47379603189461,2.94523899792918,3.15549358235489,3.52561898716082,3.88174608752985,4.13542551924175,1.85978274160323,1.99064857592853,2.61202907198917,2.85336115488819,3.03801102980005
"succinate","succinate [cytoplasm]",0.00086001255218134,-0.00393899856775692,-0.61984211745741,-0.549812714079332,-0.125860385468334,0.579098491299319,-0.548467188806916,-0.732685751176073,-0.945727126824888,-0.576817423090208,-0.306415417634878,0.996019444216519,0.165845436702349,0.0821417355774548,0.0564713273520352,0.469995544631305,-1.83925596122332,-1.13635764859508,-0.496476171986765,0.0470868089373834,0.780018368842321,0.579221631742749,1.02300728802696,0.643287927712505,0.747384758216129,0.924115463932691
"sucrose","sucrose [cytoplasm]",NaN,0.1644597224828,-1.01172080565321,-1.3265624528574,-1.98714055227309,-2.07779322662006,1.68839528298267,1.25555259434976,0.767269821664744,0.330165630661238,-1.51712336232069,3.14197744271514,1.97860014229717,1.48368446489018,-0.322937180172893,-0.831854145489052,0.655385023991584,0.0359337847775039,-0.927737429890432,-1.51753403039974,-1.47631424519128,0.915976621683128,0.205363576080331,-0.151901163518024,-0.926992685929935,-1.43929589833612
"thiamine","thiamine [cytoplasm]",NaN,-0.0958198225022256,0.392773856044353,0.778538886884678,1.36385812722374,1.71454604973431,0.288019071878221,0.497048451220303,0.492290863134555,0.655085374134669,0.687570234770184,0.783475058052178,0.861163680496258,0.514611108443163,0.176581318345364,0.0637204748703788,-0.153793623840412,0.195109106495236,0.508238976589947,0.8738949784633,1.34360984026431,1.14724352779035,1.29623235997393,1.31107662626788,1.18569022056243,1.043851371581
"trans-aconitate","trans-aconitate [cytoplasm]",NaN,0.232590091838274,-0.458978994301247,-0.849874717228807,-1.2521265917903,-1.29653430753326,-1.85450481628121,-2.1222791869791,-2.22922455955008,-1.8841038276296,-2.12753865324187,0.682040217247575,-0.938677165375243,0.0982629222385526,0.527568230795761,0.733479119167035,-1.27128523984775,-1.47535840159017,-2.0078730167571,-2.30453552035081,-2.31672532608976,-1.03648627824685,-0.930509668134817,-1.32730342669046,-1.08846981972651,-0.834059411271409
"trehalose","trehalose [cytoplasm]",0.0179473046887983,0.1644597224828,-1.01172080565321,-1.3265624528574,-1.98714055227309,-2.07779322662006,1.68839528298267,1.25555259434976,0.767269821664744,0.330165630661238,-1.51712336232069,3.14197744271514,1.97860014229717,1.48368446489018,-0.322937180172893,-0.831854145489052,0.655385023991584,0.0359337847775039,-0.927737429890432,-1.51753403039974,-1.47631424519128,0.915976621683128,0.205363576080331,-0.151901163518024,-0.926992685929935,-1.43929589833612
"UDP-D-glucose","UDP-D-glucose [cytoplasm]",7.85259300068711e-05,-0.0713986266096046,0.884440677659055,1.26168864976048,1.57748943805622,1.54961930099269,4.00251161682982,4.13215843675798,4.16641963210151,3.85284252749086,3.02771530892247,2.46320864239186,2.56017436430465,2.55945207829064,2.25176479052761,1.91374582048741,2.5640632584061,2.37033667023904,2.34404640142439,2.3009294483501,2.25396579974824,-0.137546855205865,-0.302193970531642,0.223618699795412,0.368454671500388,0.537376534967086
"UDP-N-acetyl-alpha-D-glucosamine","UDP-N-acetyl-alpha-D-glucosamine [cytoplasm]",0.000212520238280719,-0.000302805048907201,0.905521424852745,1.24162233705253,1.69471082999853,1.58550841475288,1.77321814581633,2.12786823747141,2.31516315891851,2.11533622148669,2.01817143840303,2.60089468189714,2.95284158596968,2.96895441855728,2.8117418416962,2.32290908414718,3.39370048402478,3.08095067034715,2.54325752943544,2.16427469683394,1.94578265990074,-0.416427934026005,-0.700326317326985,-0.100489880618088,0.121746445352564,0.249494813352142
"uridine","uridine [cytoplasm]",NaN,0.110326767678009,-1.88990200003974,-2.80294050615383,-4.10867397747883,-4.39507532656815,-1.81589588708882,-2.27693026458033,-2.46748952876432,-3.03418179618388,-2.55714581329238,-3.00606258072984,-2.38273202495787,-3.05706237147202,-3.23918006999742,-2.86950662863064,-2.39554461668582,-2.70821419795847,-2.64001769745324,-2.91916166831211,-3.37906347079207,-2.68673954956662,-2.81592129407255,-3.21680770871287,-3.27761130454166,-3.1459032694088
"UTP","UTP [cytoplasm]",4.44913412138542e-05,-0.131267641275688,0.830417942993926,1.31726670242271,2.08183995039546,2.40510509123274,3.01271688904689,3.25988217521494,3.40648680032918,3.29512142810665,3.5807896120561,1.7750812741775,2.33671537865318,2.19868156290746,2.5384699751755,2.54061911648404,2.02011724250316,2.35896873878387,2.99463119852483,3.32553559440474,3.49367855696513,-1.13774570039213,-0.904138964792216,-0.293585589502214,0.30185774735446,0.865839678191111
