Row,rMat_producing1,rMat_producing2,rMat_producing3,rMat_producing4,rMat_producing5,rMat_producing6,rMat_producing7,rMat_producing8,rMat_producing9,rMat_producing10,rMat_producing11,rMat_producing12,rMat_producing13,rMat_producing14,rMat_producing15,rMat_producing16,rMat_producing17,rMat_producing18,rMat_producing19,rMat_producing20,rMat_producing21,rMat_producing22,rMat_producing23,rMat_producing24,rMat_producing25,rMat_producing26,rMat_producing27,rMat_producing28,rMat_producing29,rMat_producing30,rMat_producing31,rMat_producing32,rMat_producing33,rMat_producing34,rMat_producing35,rMat_producing36,rMat_producing37,rMat_producing38,rMat_producing39,rMat_producing40,rMat_producing41,rMat_producing42,rMat_producing43,rMat_producing44,rMat_producing45,rMat_producing46,rMat_producing47,rMat_producing48,rMat_producing49,rMat_producing50,rMat_producing51,rMat_producing52,rMat_producing53,rMat_producing54,rMat_producing55,rMat_producing56,rMat_producing57,rMat_producing58,rMat_producing59,rMat_producing60,rMat_producing61,rMat_producing62,rMat_producing63,rMat_producing64,rMat_producing65,rMat_producing66,rMat_producing67,rMat_producing68,rMat_producing69,rMat_producing70,rMat_producing71,rMat_producing72,rMat_producing73,rMat_producing74,rMat_producing75,rMat_producing76,rMat_producing77,rMat_producing78,rMat_producing79,rMat_producing80,rMat_producing81,rMat_producing82
L-glutamate [cytoplasm],-0.0278379293644005,0,0,-0.56262293012818,-0.562622930127788,-0.56262293012818,-0.56262293012818,-0.56262293012818,-0.561207383951555,-0.561207383951567,-0.561207383951409,-0.561207383951567,-0.347106647835603,-0.347106647841572,-0.56324511076632,-0.53606471813462,0.202450711435464,0.295690231531091,0.32757700849236,0.321209381952117,0.316245109264539,0.478264315356053,0.625161808261907,0.474289313542617,0.550114144170459,0.551095374404269,0.550924577841318,0.590987061919718,0.562298229867189,0.596395000593759,-0.453466274800649,-0.453466275966571,-0.453466276351042,-0.453466276760824,-0.441730132500976,-0.312524340279771,-0.131437998688062,-0.131437998629882,-0.131438000055564,-0.134111918649891,-0.156189184054332,-0.157596614611914,-0.15766413047921,-0.158986802464999,-0.15898680111027,-0.158986801260525,-0.158986801149127,-0.15898680119402,-0.158986802369874,-0.158986800790221,-0.158986801201072,-0.158986801146338,-0.158986801213362,-0.15898680121526,-0.158986801114747,-0.158986801207128,-0.158986801202914,-0.15898680121526,-0.158986801337545,-0.158986801214641,-0.158986801215261,-0.15898680121526,-0.158986801215556,-0.158986801247846,-0.158986801215209,-0.158986801214668,-0.158986801215115,-0.158986805954065,-0.158986801049954,-0.158986801215142,-0.158986801215261,-0.158986801213849,-0.158986801059477,-0.158986801059477,-0.158986801059477,-0.158986801059477,-0.158986801059477,-0.15898680121526,-0.15898680121526,-0.15898680121526,-0.158986801215261,-0.158986801215261
L-glycine [cytoplasm],-0.0499794830539136,0,0,0.577993430926732,0.577993430926732,0.577993430926704,0.577993430926704,0.583646330710909,0.583646330710895,0.584757809230651,0.148080416174838,0.705218618817092,0.513129773723432,0.70430075652455,-0.09028991398917,-0.155372701250106,-0.155372701249803,-0.152822045261422,-0.089511683236404,-0.0975771728769353,-0.0975771728749536,-0.119574673433566,-0.121906258829392,-0.0744821236621243,-0.0744821236397808,-0.0744821236695014,0.44669892286683,0.450247761778262,0.450247761773606,0.468871730398673,0.449394480612794,0.395356732079024,0.375382935415893,0.408213819532423,0.367627323335985,0.368318663009498,0.360895309350757,0.357047878551174,0.345391031556323,0.362750562373367,0.369376933540446,0.369404886516067,0.369404886465126,0.369404886513446,0.36847187083444,0.374501897993816,0.374501898252388,0.374501897990484,0.36708594592961,0.338354964434006,0.271125970268103,0.271125970264574,0.250535296223804,0.250535296243067,0.250535296239923,0.250535296241227,0.250535296242916,0.250535296243204,0.250535296245865,0.25053529624562,0.250535296242437,0.250535296245095,0.250535296248273,0.250535296244764,0.2505352962432,0.250535296245273,0.250535296244413,0.25053529624525,0.250535296244402,0.250535296244049,0.250535296244738,0.250535296245372,0.250535296244042,0.250535296244702,0.250535296244847,0.250535296245244,0.250535296244919,0.250535296245734,0.250535296244089,0.250535296243724,0.250535296244737,0.250535296244737
glycogen [cytoplasm],-0.524919631758685,0,0,0,0,0,0,0,0,0,-0.133550299176582,-0.133550299176582,0.0919572202034992,0.180883887755816,-0.507448605881708,-0.507448605881708,-0.516674883563703,-0.516674883563703,-0.516674883563703,-0.516674883563703,-0.517414445662807,-0.517414445667971,-0.517414445667882,-0.517414445668647,-0.517414445668184,-0.517414445653644,-0.517414445653644,-0.517414445668505,-0.517744156713469,-0.51774415671421,-0.517744156713696,-0.517744156714128,0.077412001038227,0.084857378782773,0.0848573786927688,0.084857378784531,0.0888414944045547,0.113328791298872,0.113328791251534,0.114449774812101,0.136051048384096,0.136051048389074,0.136051048357176,0.143499431481787,0.14349943156421,0.162817858286555,0.162817858253372,0.221134512953027,0.278205284380072,0.225653237483453,0.255797726346051,0.239157615510178,0.281044784970712,0.0567088630575135,0.0229531672411466,0.0144787618665499,0.0144787619779386,0.0224007190063341,0.0265485471209097,0.0265485471189425,0.0265485471956972,0.0303756019984723,-0.0116430810824104,-0.0116430810570638,-0.0463055619112733,-0.0463055619167082,-0.0463055619172149,-0.00540710201411619,-0.00540710201215782,-0.0126741454407882,-0.0126741454422156,-0.0126741454414246,-0.0126741454404317,-0.0126741454394469,-0.0126741454405682,-0.0126741454407967,-0.0126741454410629,-0.0126741454405946,-0.0126741454407449,-0.0126741454390104,-0.0126741454408878,-0.012674145441473
GTP [cytoplasm],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-histidine [cytoplasm],0.81768591600757,0,0,0.814255857841228,0.799681280546654,0.803384397725457,0.789969759685803,0.806483795722457,0.805307376213773,0.815004422841655,0.819014078545199,0.819881478709924,0.819881478709924,0.819881478709924,0.819881478709924,0.819881478709924,0.819881478709924,0.819881478709924,0.819881478709924,0.818681012439148,0.818681012439148,0.782683638997961,0.782683638997961,0.782683638997961,0.782683638998126,0.779321896996426,0.779321896996439,0.779321896996426,0.779321896996424,0.776124752174973,0.776124752174964,0.776124752174978,0.740868424468052,0.767567229765328,0.767567229762482,0.767567229764826,0.779520632757442,0.779828823536575,0.765970621126005,0.769958330063038,0.762951595213132,0.76295159518327,0.761183910790169,0.696313999191538,0.694000424128836,0.684138078116014,0.685307624288276,0.715492742254599,0.749901150791852,0.747688776206545,0.753212809404064,0.737553416797592,0.737315873301013,0.500318334706021,0.523199918987986,0.522854073368295,0.520275803298417,0.476414839571667,0.48051788153202,0.480517881542155,0.481941103270945,0.481941103251852,0.481941103266502,0.482707226891065,0.482707226884696,0.482707226895925,0.483003802309637,0.483003802309873,0.483003802338227,0.483003802314582,0.483003802313891,0.466588668292669,0.466588668291244,0.466588668289458,0.466588668292103,0.436267239662562,0.436267239662672,0.436267239662421,0.436267239662733,0.436267239663082,0.436267239662603,0.436267239662341
L-isoleucine [cytoplasm],0.274480487464753,0,0,0,0,0.234127215112003,0.234127215112003,0.23160466013331,0.255763020083994,0.259180223528172,0.250519484599455,0.250519484600102,0.264710581271486,0.264710581271487,0.264710581271487,0.265372159151405,0.28583556731167,0.285835567311678,0.285835567311821,0.293481431460513,0.293481431460204,0.29348143146141,0.299946280016764,0.309781996788758,0.315339565094878,0.303063584189159,0.303063584189594,0.301686849576734,0.325546172118939,0.278739978880663,0.278673375600203,0.275290937005674,0.29684525142421,0.331623234527255,0.320814634771042,0.321374326933136,0.282730361845095,0.30361576305645,0.32847993219399,0.336182799356603,0.337604624012688,0.321774678757698,0.326038922413553,0.323122427402495,0.320363650268035,0.318767740405188,0.323426719441541,0.323426719445625,0.309250507964822,0.309250508004756,0.309250507997858,0.309250507986747,0.309250508107539,0.319836277350166,0.31002066233295,0.357738241595544,0.3577382415815,0.35208366582165,0.352083665879519,0.352083665886,0.352083665860536,0.331698984226325,0.331698984218618,0.331698984217278,0.331698984229777,0.331698984219742,0.331698984229172,0.331698984222267,0.331698984223163,0.331698984222223,0.331698984220945,0.331698984221802,0.331698984221403,0.331698984221757,0.331698984221555,0.331698984220629,0.331698984221454,0.331698984222309,0.331698984220959,0.331698984221593,0.331698984221915,0.331698984191707
L-leucine [cytoplasm],0.481824745700006,0,0,0.369830631474783,0.369830631474783,0.432298759698234,0.432298759698234,0.450337234461732,0.450337234461732,0.480893575788519,0.480893575788517,0.482105270200295,0.482105270200295,0.482105270200295,0.482105270200295,0.48209984041105,0.482099840411048,0.481657986553248,0.481657986553248,0.481842739988212,0.481984940615181,0.482120096430655,0.482120096430655,0.482134297302744,0.482134297302744,0.482134297302744,0.482134297302734,0.48211714267537,0.482117142675365,0.482117142675365,0.482129219751169,0.482129219751162,0.482124608485128,0.482116153368141,0.482110293269071,0.482108689378693,0.482057886762148,0.482063364699244,0.482133561612343,0.482167315202999,0.482213754431153,0.482063840667707,0.482098553177613,0.482081001157724,0.492499338606917,0.478258081273051,0.478289972782744,0.469117377088968,0.471678695242152,0.471678695244333,0.475137078709575,0.482519762034732,0.48250695101468,0.482506951030038,0.482506951004554,0.482505910095937,0.482505910094696,0.482505910097201,0.48250591009626,0.480290683136481,0.480290683135946,0.480290683134852,0.480290683135803,0.479796449973512,0.479796449977734,0.47979644998629,0.479796449987154,0.481669888862815,0.481669888863589,0.482677448341712,0.482677448340834,0.482677448347178,0.482677448345789,0.482677448345842,0.482677448345695,0.482677448346613,0.482677448345316,0.482677448346636,0.482677448345557,0.482677448345664,0.482677448345887,0.482677448346625
L-lysine [cytoplasm],0.565407736733153,0,0,0.317206567442668,0.400277321606948,0.40688143355216,0.40688143355216,0.411161657583165,0.411161657583165,0.601966727685538,0.613752051652754,0.613752051652754,0.588008362702198,0.588008362702198,0.551504208375432,0.519415354758935,0.519415354758935,0.519415354758935,0.519415354758935,0.519415354758935,0.519415354758935,0.519415354758935,0.519415354758935,0.519415354758935,0.33339253200296,0.367729302444863,0.413750597638248,0.414041427371182,0.461092219362869,0.468510072439704,0.446524656762463,0.446524656762463,0.446524656762463,0.446524656762463,0.446524656762463,0.467436460156412,0.467436460152463,0.428168485624637,0.117268337263568,0.117677751690722,0.236805966994695,0.203737520319974,0.0729550327707245,0.114158055943064,0.0867133266727192,0.0749255015853241,0.0853693816713644,0.12079694630753,0.14980880383044,0.154895847007075,0.166705391767324,0.220919231119121,0.220919230774935,0.233686525676396,0.233695434447318,0.233695435594879,0.253231486219906,0.25323147998233,0.253231484556359,0.226903256428835,0.228749426784843,0.21236498252393,0.192027570752779,0.156448842250554,0.0764976272674386,0.0764976278602533,0.079684293541203,0.0796842928376979,0.110776693816344,0.110776693822373,0.256925629802474,0.256925630359101,0.256925629815364,0.256925629480978,0.256925630287472,0.256925629802676,0.256925629680733,0.256925629061212,0.256925629800906,0.256925629802722,0.256925629802821,0.256925629804583
mannan [cytoplasm],-0.618975834578483,0,0,0,0,0,0,0,0,0,0,0,0,-0.219923838623011,-0.219923838623011,-0.219516294175051,-0.588649653471603,-0.588649653471603,-0.604570437321638,-0.604570437321638,-0.604570437321638,-0.604570437321637,-0.604570437321638,-0.601834428230808,-0.601834428230808,-0.601834428230808,-0.601834428230808,-0.601834428230808,-0.601834428230808,-0.601834428230808,-0.601834428230808,-0.60872361869175,-0.60872361869175,-0.60872361869175,-0.317572519783035,-0.199233502452888,-0.199233502452888,-0.178590909398467,-0.178590909433684,-0.111508951872783,2.06543454838425e-05,0.0157833629562045,0.0157833629920256,0.066571583078176,0.0722993103677067,0.154129439581631,0.155871417267268,0.155871416224566,0.211300603799375,0.471600070314526,0.481504065304304,0.481779770239289,0.371166129916188,0.370147972976229,0.370703066765022,0.406430440918642,0.153135131137861,0.210408808216433,0.216053602355446,0.210783793928204,0.227016762058621,0.231925150720879,0.223372929805891,0.223372929805837,0.23341318232342,0.233413182364506,0.233413182367608,0.233413182358226,0.228037188709377,0.228037188710588,0.228037188710732,0.228037188710865,0.228037188710732,0.222937278304255,0.222937278310776,0.222937278306366,0.222937278304612,0.222937278304226,0.222937278304497,0.222937278304272,0.222937278310904,0.222937278304608
L-methionine [cytoplasm],0.265672412831432,0,0,0.445983667942186,0.439970030010339,0.439970030010339,0.439970030010339,0.439970030010339,0.359433178815213,0.341548683457782,0.341548683457412,0.393542382323086,0.32954616263546,0.329546162636496,0.329546162636315,0.331092066234752,0.0337039267486004,0.0542219197833988,0.0345030160908915,0.0379424926538746,0.0571405962893315,0.0611302390352851,0.140612785477353,0.139629863533138,0.139352850812598,0.145464587977781,0.138056882959777,0.14096523984165,0.0890424422640818,0.0868124242241023,0.109292476102484,0.128630547627838,0.0874396453538666,0.0874396453370647,0.126292070168769,0.133630820103783,0.100522288515231,0.0768109673667041,0.095497736975276,0.095497737097432,0.0954977369809958,0.0616365539935219,0.0616365539901058,0.0289830656035892,0.139223897902145,0.0190101029728581,0.0190101028320434,0.0190101029511226,0.0201083999629827,-0.00418997740158182,-0.00418997739941784,-0.00418997746966567,-0.00418997754072959,-0.00419675398240902,-0.00419675395714776,-0.00419675400075873,-0.00419675398746449,-0.00419675398512244,-0.00419675399919526,-0.00419675398980752,-0.00419675398587237,-0.0041967539821462,-0.00419675398645821,-0.00419675398585561,-0.00419675398556832,-0.00419675397776268,-0.00419675398556824,-0.00419675398589033,-0.00419675398047514,-0.00419675398393698,-0.00419675398680091,-0.00419675395515748,-0.00419675398556954,-0.00419675397828662,-0.00419675398554588,-0.00419675398574135,-0.00419675398574135,-0.0041967540009067,-0.0041967540009067,-0.0041967540009067,-0.0041967540009067,-0.0041967540009067
L-phenylalanine [cytoplasm],0.492231079878661,0,0,0,0,0,0,-0.0765659008583684,0,0,0,0.492918075638823,0.509559737730502,0.475611646232109,0.478644782698951,0.479911462896206,0.480425959843028,0.487169084061617,0.489744242026869,0.460455470673596,0.452336321618319,0.452336321618245,0.258658222928201,0.258658222928201,0.303951304542175,0.205806104252222,0.449805081442049,0.449805081434226,0.479355875749992,0.479242931951693,0.485670765782285,0.416225914506787,0.457978327375279,0.4395620007059,0.439562000709515,0.439562000710546,0.428472793441512,0.369167858682779,0.20667767477464,0.204020031937852,0.204020031928284,0.166286407846731,0.166286407922597,0.168082663177022,0.168082663197805,0.169331296625043,0.162183418692173,0.162183418686405,0.162183418679004,0.149740726166506,0.149740726162649,0.149740726200164,0.149740726145813,0.134053434383526,0.134053434392276,0.134053434379877,0.153689897317774,0.133835426605739,0.23780884441338,0.237808844394718,0.237808844401156,0.237808844397674,0.237808844398109,0.23780884439657,0.237808844396845,0.237808844397549,0.237808844398065,0.237808844398043,0.237808844397434,0.237808844398109,0.237808844397942,0.237808844396869,0.237808844397115,0.23780884440035,0.237808844398562,0.237808844398042,0.237808844397429,0.237808844398051,0.237808844397619,0.237808844398043,0.237808844398047,0.237808844398837
L-proline [cytoplasm],0.515770424922221,0,0,-0.217212722973134,-0.217212722973134,-0.189417110041986,-0.189417110041986,0.391442258805111,0.379501557378358,0.379501557378358,0.55840331454539,0.558313656856296,0.527262322045545,0.504735674786852,0.489811954754626,0.489811954754626,0.489811954754626,0.489811954754626,0.489811954754626,0.489811954754626,0.489811954754626,0.484088792827916,0.484088792827916,0.484088792827916,0.484088792827916,0.484088792827916,0.484088792827916,0.484088792827916,0.471124807776067,0.471124807786432,0.442917738225369,0.442917738230283,0.42388615896709,0.426235599023104,0.502479168876345,0.504574462368431,0.516259353122899,0.542914283440975,0.348596836118937,0.25102871402396,0.308211635160638,0.306326205366317,0.279971905041999,0.264970885497127,0.275113015468495,0.265705591728507,0.27265413981001,0.272654139686959,0.271542079476744,0.230765269337144,0.221970913736544,0.223067811594765,0.296283654297846,0.298891937742258,0.299947072772705,0.318988865139043,0.319952937074634,0.319929292177437,0.332298347571872,0.332298347202447,0.332298347797914,0.3136575018049,0.313657502500074,0.305061877428752,0.297390863995588,0.275500877722631,0.275500876829229,0.148429408776942,0.150367506346346,0.248436885563907,0.248436885556128,0.248436885559727,0.248436880498352,0.248436885506182,0.248436882051398,0.248436885508513,0.248436884622608,0.248436885507931,0.248436885502058,0.248436885509132,0.24843688550165,0.248436885496592
L-serine [cytoplasm],0.40360682134988,0,0,-0.16513684100825,-0.16513684100825,0.500395766194559,0.500395766194559,-0.340180134812093,-0.340180134812093,0.435692606392393,0.388515020391284,0.388515020391323,0.388515020391353,0.392619642052417,0.334930464045843,0.334930464045844,0.398721402387057,0.398721402387057,0.432560148453297,0.432560148453297,0.432560148453297,0.394043077956388,0.198817769614851,0.20457939106182,0.19741367036034,0.199634034687151,0.285934242605461,0.285934242599108,0.289681701040543,0.33868440503989,0.311364709294705,0.311364709308431,0.31645768795243,0.345634077907553,0.345813030741671,0.347332278317701,0.381094975161569,0.282618810015294,0.257633684518975,0.253357984420719,0.156489266687794,0.156489266689797,0.156651468775033,0.113804334938571,0.0886622379755951,0.0411170153818266,0.0411170153453775,0.0411170153809062,0.0427127706386824,0.0254947171275337,0.025494717057777,0.0254947171188076,0.0254947171216087,0.0254947171214412,0.0254947171198699,0.025494717122444,0.0254947170989979,0.0254947171243494,0.0254947170627043,0.0615487869297335,0.0121002007521915,0.218327582070803,0.218327582062623,0.191067249518564,0.191067249518185,0.191067249516428,0.191067249518202,0.191067249520763,0.191067249517826,0.19106724951823,0.191067249518395,0.191067249519707,0.191067249517975,0.191067249518232,0.191067249516977,0.191067249518311,0.191067249518108,0.19106724951804,0.191067249535446,0.191067249518368,0.191067249518368,0.191067249518109
sulphate [cytoplasm],-0.0563121005053059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682366432030081,0,0,0,-0.149998052796312,0,0,0,0.0368784067775651,0,0.0659891293344554,-0.301201963563992,0,0,0,-0.188111794031792,0,0,0,0.0614639005911948,0,0,0,0,-0.1423566373463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-threonine [cytoplasm],0.213193925795285,0,0,0.312625934173475,-0.0290678215243668,-0.0290678215243669,-0.0290678215243669,9.65401949556976e-05,9.65401949476411e-05,0.186344089979811,0.221784874795517,0.221784874795517,0.221784874795517,0.221784874795517,0.221784874795517,0.221784874795517,0.221784874795517,0.221784874795517,0.230025493907509,0.230025493907598,0.247176249216938,0.247176249216931,0.247176249216938,0.254269869436676,0.254269869436676,0.254269869436676,0.29727504791921,0.29727504791921,0.234076308509468,0.196563277876969,0.195552353468176,0.201360457990884,0.201360457991048,0.201512555296008,0.201512555295841,0.201512555296008,0.201512555296008,0.201512555296008,0.201512555296008,0.201512555296008,0.201512555296008,0.201512555296008,0.21268102218833,0.243986142657406,0.294751820261037,0.278201019077561,0.276857227939666,0.328934966375314,0.366500429232809,0.38030653165934,0.389889709701623,0.310321556395105,0.320966981208788,0.323260774172277,0.322079225953454,0.322079225940131,0.281249388775235,0.253468860237704,0.253468860220535,0.113211893212752,0.113211893223763,0.144543725570641,0.149701748186561,0.149701748168235,0.149701748144815,0.149701748170543,0.171165014966149,0.171165014969906,0.171165014944147,0.292177257326985,0.271621192844038,0.271621192846745,0.271621192848879,0.271621192851893,0.271621192851585,0.271621192850279,0.271621192849128,0.271621192851236,0.271621192850859,0.271621192851434,0.271621192850892,0.271621192850555
